title,genres,overview,vote_average,release_date,popularity,keywords,poster_path,homepage
Resident Evil: Death Island,"Animation, Action, Horror","In San Francisco, Jill Valentine is dealing with a zombie outbreak and a new T-Virus, Leon Kennedy is on the trail of a kidnapped DARPA scientist, and Claire Redfield is investigating a monstrous fish that is killing whales in the bay. Joined by Chris Redfield and Rebecca Chambers, they discover the trail of clues from their separate cases all converge on the same location, Alcatraz Island, where a new evil has taken residence and awaits their arrival.",7.612,2023-06-22,264.731,"alcatraz prison, outbreak, zombie, based on video game, survival horror, special agent, anime",/qayga07ICNDswm0cMJ8P3VwklFZ.jpg,https://www.sonypictures.com/movies/residentevildeathisland
Murder City,"Crime, Thriller, Action",A disgraced former cop finds himself working for a ruthless female kingpin to pay off his estranged father’s debt and protect his family.,7.4,2023-06-29,262.437,,/gZ1YbdkwyTCmVxZxh1otFnMEnOs.jpg,
Spirit of Fear,Horror,"Trying to regain his memory, a man must evade a demonic presence while following the clues left for him to discover his past.",6.909,2023-07-31,260.442,,/v7htXVrfq9CXhlRXIVofuLUkc7M.jpg,
PAW Patrol: The Mighty Movie,"Animation, Family, Comedy, Action, Science Fiction","A magical meteor crash-lands in Adventure City, gives the PAW Patrol pups superpowers, and transforms them into The Mighty Pups. When the PAW Patrol's archrival Humdinger breaks out of jail and teams up with a mad scientist to steal the powers for themselves, the Mighty Pups must save Adventure City and stop the supervillains before it's too late.",7.679,2023-09-21,257.355,"superhero, cartoon, mad scientist, sequel, dog, animal, elasticity, kids",/oXnSu4raRAd65QVBQXvdHMC6AuW.jpg,https://www.pawpatrol.movie
Creation of the Gods I: Kingdom of Storms,"Action, Fantasy, War","Based on the most well-known classical fantasy novel of China, Fengshenyanyi, the trilogy is a magnificent eastern high fantasy epic that recreates the prolonged mythical wars between humans, immortals and monsters, which happened more than three thousand years ago.",7.5,2023-07-20,254.998,"monster, based on novel or book, mythological beast, high fantasy, physical immortality, chinese mythology",/ccJpK0rqzhQeP7Mrs2uKqObFY4L.jpg,
I Am Rage,"Action, Thriller, Horror","An ancient cult embroiled in a sinister blood trade makes the deadly mistake of abducting a young woman with a violent, shocking past.",6.737,2023-09-14,254.408,,/iclmQs4O5dy7EAkbykI1qkowfK2.jpg,https://www.clearfocus-productions.co.uk/i_am_rage
The White Storm 3: Heaven or Hell,"Action, Drama, Crime","Hong Kong police agent Cheung (by Aaron Kwok) works undercover in Kang’s (by Sean Lau) drug cartel, while another undercover cop Au (by Louis Koo) successfully earns their trust in an incident, a brotherly-bond is built among the three. After the Police busts the syndicate in Hong Kong, Kang subsequently hides away in the Golden Triangle, by chance he receives a tip-off about the betrayal within his circle of trust…",7.0,2023-07-06,246.471,,/kPjZsEni0KF0IXGXh0kaxNESdGE.jpg,
Avatar: The Way of Water,"Science Fiction, Adventure, Action","Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure.",7.654,2022-12-14,241.285,"dying and death, loss of loved one, alien life-form, resurrection, dysfunctional family, sequel, alien planet, distant future, adopted child, rebirth, family dynamics, adopted son, stronger villain, war",/t6HIqrRAclMCA60NsSmeqe9RmNV.jpg,https://www.avatar.com/movies/avatar-the-way-of-water
The Seven Deadly Sins: Grudge of Edinburgh Part 2,"Action, Adventure, Fantasy, Animation","Reunited with Lancelot for the first time since their tragic accident, Tristan must learn to conquer his inner demons in order to save his mother's life.",7.309,2023-08-08,240.649,"based on manga, anime",/516MFML05KWiPfiQNAsVCGMySc7.jpg,https://www.netflix.com/title/81306306
Scream VI,"Horror, Crime, Thriller","Following the latest Ghostface killings, the four survivors leave Woodsboro behind and start a fresh chapter.",7.2,2023-03-08,231.85,"mask, new york city, trauma, halloween, college, fake identity, sequel, conspiracy theory, revenge, public murder, murder, social commentary, serial killer, police corruption, slasher, whodunit, multiple stabbings, brutality, killing spree, self-referential, crime spree, aftercreditsstinger, movie fan, copycat killer, generation z, fbi agent",/wDWwtvkRRlgTiUr6TyLSMX8FCuZ.jpg,https://www.paramountmovies.com/movies/scream-vi
Warhorse One,"Action, Drama, War",A gunned down Navy SEAL Master Chief must guide a child to safety through a gauntlet of hostile Taliban insurgents and survive the brutal Afghanistan wilderness.,7.242,2023-06-30,230.21,"afghanistan, rescue mission, afghanistan war (2001- ), taliban, helicopter crash, war child, navy seals, child in danger, missionaries",/jP2ik17jvKiV5sGEknMFbZv7WAe.jpg,https://wellgousa.com/films/warhorse-one
Sympathy for the Devil,"Action, Thriller","After being forced to drive a mysterious passenger at gunpoint, a man finds himself in a high-stakes game of cat and mouse where it becomes clear that not everything is as it seems.",6.306,2023-07-20,225.659,"child labour, psychological thriller, hitchhiking, car driver, car hijacking",/ozC9UaKaS0MXjMbCAHZJikszwV6.jpg,
Puss in Boots: The Last Wish,"Animation, Family, Fantasy, Adventure, Comedy, Action","Puss in Boots discovers that his passion for adventure has taken its toll: He has burned through eight of his nine lives, leaving him with only one life left. Puss sets out on an epic journey to find the mythical Last Wish and restore his nine lives.",8.266,2022-12-07,221.49,"fairy tale, sequel, talking dog, spin off, aftercreditsstinger, talking cat, fear of death, shrek cinematic universe",/kuf6dutpsT0vSVehic3EZIqkOBt.jpg,https://www.dreamworks.com/movies/puss-in-boots-the-last-wish
PAW Patrol: The Movie,"Animation, Family, Adventure, Comedy",Ryder and the pups are called to Adventure City to stop Mayor Humdinger from turning the bustling metropolis into a state of chaos.,7.425,2021-08-09,217.613,"cartoon, dog, animal, kids",/ic0intvXZSfBlYPIvWXpU1ivUCO.jpg,https://www.pawpatrol.movie
"Miraculous: Ladybug & Cat Noir, The Movie","Animation, Music, Family, Action, Romance, Fantasy, Comedy","A life of an ordinary Parisian teenager Marinette goes superhuman when she becomes Ladybug. Bestowed with magical powers of creation, Ladybug must unite with her opposite, Cat Noir, to save Paris as a new villain unleashes chaos unto the city.",7.8,2023-07-05,212.626,"paris, france, superhero, musical, interracial romance, teen superhero",/dQNJ8SdCMn3zWwHzzQD2xrphR1X.jpg,https://www.netflix.com/title/81383247
Cobweb,Horror,"Eight year old Peter is plagued by a mysterious, constant tapping from inside his bedroom wall—one that his parents insist is all in his imagination. As Peter's fear intensifies, he believes that his parents could be hiding a terrible, dangerous secret and questions their trustworthiness.",6.911,2023-07-19,208.069,"nightmare, halloween, dysfunctional family, pumpkin, basement, devil, demon, schoolteacher, child protagonist",/cGXFosYUHYjjdKrOmA0bbjvzhKz.jpg,http://www.lionsgate.com/movies/cobweb
Mavka: The Forest Song,"Animation, Adventure, Family, Fantasy","Mavka — a Soul of the Forest and its Warden — faces an impossible choice between love and her duty as guardian to the Heart of the Forest, when she falls in love with a human — the talented young musician Lukas.",7.375,2023-03-02,206.792,"based on novel or book, fairy, nature, folklore, based on myths, legends or folklore, mavka, ukrainian folklore, independent film, love vs duty",/eeJjd9JU2Mdj9d7nWRFLWlrcExi.jpg,https://mavka.ua
Jagun Jagun,"Action, Drama","A young man determined to become a powerful warrior joins an elite army, encountering the wrath of a maniacal warlord and the love of a fierce woman.",6.49,2023-08-10,206.348,,/n0GXumEMtwgYj2M3YW4Iu0veYJg.jpg,http://www.netflix.com/title/81681240
The Magic Flute,"Adventure, Fantasy, Music, Drama","A seventeen year old travels from London to the Austrian Alps to attend the legendary Mozart boarding school. There, he discovers a centuries-old forgotten passageway into the fantastic world of Mozart's ""The Magic Flute"".",6.462,2022-09-30,203.633,"london, england, magic, boarding school, musical, mozart, swiss alps, flute, based on opera, teen adventure, magical mystery tour, magic land, magic world",/A0rKADffll1kdXQYTXNUeZCFvfo.jpg,
Sasaki and Miyano: Graduation,"Animation, Romance","Miyano’s world of Boys’ Love manga turns to reality when chance leads him to Sasaki. Now, Sasaki wants to spend every opportunity with him.",6.4,2023-02-17,200.083,"high school, bisexuality, coming of age, based on manga, lgbt, anime, boys' love (bl)",/xjZjNaUVF9mX7ekOL3lvBUi72eQ.jpg,https://sasamiya.com/
Spiral: From the Book of Saw,"Horror, Crime, Mystery","Working in the shadow of an esteemed police veteran, brash Detective Ezekiel “Zeke” Banks and his rookie partner take charge of a grisly investigation into murders that are eerily reminiscent of the city’s gruesome past.  Unwittingly entrapped in a deepening mystery, Zeke finds himself at the center of the killer’s morbid game.",6.028,2021-05-12,199.136,"sequel, murder, police corruption, survival horror, body count, procedural, father son relationship, mystery killings, murder of a policeman, death game",/qkl6mRoFexK2FGWCbAsvrRxjWaF.jpg,https://spiral.movie/
H4Z4RD,"Action, Comedy","Noah loves his girlfriend Lea and their daughter Zita dearly, just about as much as his extremely pimped car with vanity plate “H4Z4RD”. When his cousin offers him a seemingly simple job as a driver, it soon turns into an unlikely and nerve-racking race through Antwerp, which can only result in the end of Noah, his family or the car…",6.182,2022-07-20,198.952,,/1dviyIqBrbnigrbodIvfMQj8mJ0.jpg,http://hazardmovie.be/
"Alone in the Office with the Female Boss I Admire on a Night with Heavy Rain… Since We Can't Go Home, We Fuck All Night, Hikari Aozora",Drama,"Yuta was working overtime in the office when a sudden rainstorm breaks off, and he gets trapped in the office. His boss Hikari Aozora was returning home when she was also caught by the rain and forced to rush back to the office, with her clothes still soaked wet. Too much for him to resist.",8.5,2021-07-08,198.844,"office, soaked clothes",/btcjtuAHvtnHLMcZ3Q0nJffiXkZ.jpg,
Detective Conan: Black Iron Submarine,"Animation, Action, Crime, Mystery",The 26th movie entry in the “Detective Conan” franchise.,6.579,2023-04-14,197.862,anime,/hKefTFkTFK90xEDchURKPp3S3gN.jpg,
Goatman,Horror,A series of grisly murders point to the terrifying cryptid.,6.861,2023-04-17,197.86,,/85N39Re3qw8o52BcmnVlacVPyni.jpg,
The Sexologist,Comedy,"A sexologist (Flavia Dos Santos) dedicates herself to meticulously investigating every detail of the sexual lives of 3 couples and tries to save their marriages without affecting their love lives. This fun and unorthodox methodology will take each of its patients on a journey where the smell, accents, role-playing and other events will force them to leave their comfort zone with the sole purpose of saving their relationships. .",6.87,2023-01-05,196.8,,/4yyxj07kB0Ycoz6ugdcrf066rBQ.jpg,http://m3u.ddns.net:8096
